Protein,CRC01-N,CRC01-T,CRC02-N_fixed
ANKRD7,20.0,18.0,26.0
ANKRD9,19.0,22.0,36.0
ANKS1A,81.0,76.0,119.0
ANKS1B,119.0,132.0,173.0
ANKS3,67.0,75.0,88.0
ANKS4B,39.0,40.0,47.0
ANKS6,81.0,88.0,132.0
ANKUB1,55.0,54.0,96.0
ANKZF1,56.0,67.0,75.0
ANLN,147.0,153.0,197.0
ANO1,92.0,88.0,142.0
ANO10,43.0,51.0,67.0
ANO2,75.0,91.0,102.0
ANO3,82.0,74.0,118.0
ANO4,84.0,78.0,112.0
ANO5,67.0,79.0,104.0
ANO6,102.0,103.0,134.0
ANO7,73.0,78.0,93.0
ANO8,58.0,67.0,107.0
ANO9,65.0,74.0,80.0
ANOS1,89.0,82.0,97.0
ANP32A,21.0,15.0,23.0
ANP32B,19.0,22.0,22.0
ANP32CP,17.0,17.0,19.0
ANP32D,12.0,12.0,14.0
ANP32E,14.0,13.0,17.0
ANPEP,98.0,103.0,111.0
ANTKMT,24.0,22.0,33.0
ANTXR1,55.0,52.0,60.0
ANTXR2,50.0,49.0,68.0
ANTXRL,38.0,44.0,52.0
ANXA1,34.0,34.0,49.0
ANXA10,29.0,35.0,55.0
ANXA11,47.0,49.0,73.0
ANXA13,47.0,44.0,65.0
ANXA2,18.0,20.0,22.0
ANXA2P2,63.0,54.0,91.0
ANXA2R,19.0,29.0,27.0
ANXA3,57.0,60.0,77.0
ANXA4,49.0,55.0,72.0
ANXA5,37.0,39.0,61.0
ANXA6,114.0,125.0,148.0
ANXA7,53.0,55.0,93.0
ANXA8,38.0,38.0,61.0
ANXA8L1,3.0,4.0,6.0
ANXA9,70.0,65.0,71.0
AOAH,56.0,57.0,70.0
AOC1,74.0,81.0,96.0
AOC2,65.0,69.0,90.0
AOC3,30.0,31.0,50.0
AOPEP,80.0,80.0,107.0
AOX1,117.0,129.0,179.0
AP1AR,24.0,23.0,30.0
AP1B1,53.0,57.0,64.0
AP1G1,39.0,49.0,49.0
AP1G2,54.0,57.0,82.0
AP1M1,50.0,58.0,82.0
AP1M2,31.0,38.0,48.0
AP1S1,2.0,2.0,9.0
AP1S2,16.0,17.0,21.0
AP1S3,5.0,2.0,14.0
AP2A1,77.0,80.0,102.0
AP2A2,90.0,96.0,124.0
AP2B1,78.0,80.0,95.0
AP2M1,44.0,40.0,69.0
AP2S1,19.0,22.0,24.0
AP3B1,122.0,127.0,148.0
AP3B2,127.0,114.0,175.0
AP3D1,105.0,102.0,147.0
AP3M1,30.0,30.0,38.0
AP3M2,33.0,33.0,50.0
AP3S1,13.0,15.0,22.0
AP3S2,19.0,22.0,40.0
AP4B1,78.0,70.0,112.0
AP4E1,109.0,98.0,130.0
AP4M1,68.0,62.0,83.0
AP4S1,18.0,14.0,24.0
AP5B1,59.0,53.0,73.0
AP5M1,51.0,52.0,63.0
AP5S1,26.0,30.0,38.0
AP5Z1,82.0,89.0,99.0
APAF1,121.0,148.0,189.0
APBA1,78.0,78.0,102.0
APBA2,37.0,42.0,66.0
APBA3,20.0,17.0,23.0
APBB1,29.0,29.0,64.0
APBB1IP,50.0,61.0,66.0
APBB2,59.0,62.0,90.0
APBB3,28.0,31.0,46.0
APC,385.0,403.0,536.0
APC2,203.0,212.0,285.0
APCDD1,57.0,60.0,77.0
APCDD1L,51.0,65.0,61.0
APCS,15.0,15.0,25.0
APEH,39.0,35.0,48.0
APEX1,43.0,44.0,63.0
APEX2,53.0,60.0,70.0
APH1A,9.0,9.0,12.0
APH1B,12.0,17.0,20.0
API5,59.0,55.0,82.0
APIP,27.0,25.0,46.0
APLF,37.0,44.0,53.0
APLN,8.0,7.0,7.0
APLNR,17.0,16.0,24.0
APLP1,62.0,59.0,94.0
APLP2,89.0,91.0,109.0
APMAP,42.0,47.0,65.0
APOA1,56.0,48.0,60.0
APOA2,5.0,4.0,6.0
APOA4,54.0,61.0,84.0
APOA5,51.0,51.0,78.0
APOB,513.0,553.0,713.0
APOBEC1,27.0,32.0,31.0
APOBEC2,4.0,4.0,8.0
APOBEC3A,28.0,30.0,37.0
APOBEC3B,7.0,6.0,15.0
APOBEC3C,16.0,15.0,14.0
APOBEC3D,26.0,32.0,43.0
APOBEC3F,37.0,44.0,48.0
APOBEC3G,61.0,58.0,73.0
APOBEC3H,18.0,17.0,28.0
APOBEC4,29.0,27.0,34.0
APOBR,117.0,128.0,154.0
APOC1,10.0,11.0,9.0
APOC2,10.0,6.0,14.0
APOC3,14.0,18.0,18.0
APOC4,18.0,19.0,20.0
APOD,9.0,6.0,17.0
APOE,31.0,39.0,43.0
APOF,20.0,17.0,37.0
APOH,30.0,33.0,48.0
APOL1,31.0,22.0,46.0
APOL2,29.0,32.0,34.0
APOL3,29.0,34.0,42.0
APOL4,20.0,19.0,30.0
APOL5,49.0,52.0,73.0
APOL6,46.0,37.0,44.0
APOLD1,20.0,23.0,25.0
APOM,21.0,15.0,32.0
APOO,18.0,22.0,22.0
APOOL,39.0,42.0,55.0
APP,63.0,64.0,88.0
APPBP2,67.0,65.0,82.0
APPL1,78.0,81.0,98.0
APPL2,78.0,83.0,109.0
APRG1,15.0,18.0,24.0
APRT,14.0,17.0,31.0
APTX,39.0,32.0,48.0
AQP1,3.0,3.0,4.0
AQP10,1.0,2.0,6.0
AQP11,1.0,1.0,2.0
AQP12A,4.0,5.0,7.0
AQP12B,8.0,6.0,8.0
AQP2,6.0,4.0,12.0
AQP3,6.0,6.0,9.0
AQP4,22.0,20.0,27.0
AQP5,14.0,16.0,15.0
AQP5-AS1,6.0,4.0,5.0
AQP6,11.0,9.0,14.0
AQP7,23.0,25.0,25.0
AQP7B,13.0,17.0,22.0
AQP8,5.0,2.0,10.0
AQP9,3.0,4.0,6.0
AQR,151.0,165.0,206.0
AR,60.0,64.0,82.0
ARAF,75.0,81.0,95.0
ARAP1,122.0,123.0,183.0
ARAP2,189.0,198.0,249.0
ARAP3,137.0,130.0,207.0
ARB2A,57.0,60.0,72.0
ARB2BP,47.0,46.0,66.0
ARC,29.0,39.0,43.0
ARCN1,61.0,57.0,94.0
AREG,18.0,22.0,33.0
AREL1,83.0,81.0,120.0
ARF1,6.0,5.0,11.0
ARF3,18.0,18.0,25.0
ARF4,43.0,38.0,44.0
ARF5,21.0,22.0,20.0
ARF6,25.0,23.0,35.0
ARFGAP1,35.0,42.0,47.0
ARFGAP2,52.0,44.0,75.0
ARFGAP3,51.0,49.0,67.0
ARFGEF1,150.0,158.0,237.0
ARFGEF2,203.0,217.0,284.0
ARFGEF3,175.0,203.0,261.0
ARFIP1,58.0,70.0,88.0
ARFIP2,57.0,50.0,70.0
ARFRP1,32.0,32.0,42.0
ARG1,46.0,51.0,64.0
ARG2,32.0,40.0,48.0
ARGFX,10.0,13.0,13.0
ARGLU1,23.0,26.0,33.0
ARHGAP1,44.0,45.0,64.0
ARHGAP10,107.0,118.0,143.0
ARHGAP11A,110.0,115.0,144.0
ARHGAP11B,25.0,22.0,31.0
ARHGAP12,120.0,115.0,150.0
ARHGAP15,64.0,68.0,89.0
ARHGAP17,61.0,59.0,88.0
ARHGAP18,90.0,90.0,122.0
ARHGAP19,70.0,67.0,95.0
ARHGAP20,120.0,115.0,166.0
ARHGAP21,203.0,209.0,281.0
ARHGAP22,57.0,63.0,92.0
ARHGAP23,207.0,221.0,259.0
ARHGAP24,94.0,89.0,124.0
ARHGAP25,110.0,111.0,132.0
ARHGAP26,101.0,111.0,133.0
ARHGAP27,68.0,74.0,106.0
ARHGAP28,73.0,71.0,85.0
ARHGAP29,210.0,214.0,261.0
ARHGAP30,76.0,89.0,119.0
ARHGAP31,144.0,160.0,196.0
ARHGAP32,196.0,203.0,256.0
ARHGAP33,68.0,69.0,106.0
ARHGAP35,117.0,124.0,204.0
ARHGAP36,42.0,47.0,52.0
ARHGAP39,155.0,166.0,218.0
ARHGAP4,103.0,101.0,147.0
ARHGAP40,59.0,63.0,84.0
ARHGAP42,119.0,117.0,161.0
ARHGAP44,51.0,54.0,79.0
ARHGAP45,77.0,95.0,140.0
ARHGAP5,141.0,133.0,197.0
ARHGAP5-AS1,5.0,3.0,6.0
ARHGAP6,102.0,105.0,129.0
ARHGAP8,69.0,69.0,84.0
ARHGAP9,74.0,82.0,102.0
ARHGDIA,20.0,20.0,27.0
ARHGDIB,31.0,34.0,45.0
ARHGDIG,14.0,14.0,25.0
ARHGEF1,108.0,105.0,138.0
ARHGEF10,100.0,100.0,142.0
ARHGEF10L,90.0,91.0,138.0
ARHGEF11,172.0,180.0,249.0
ARHGEF12,223.0,201.0,265.0
ARHGEF15,76.0,78.0,92.0
ARHGEF16,82.0,80.0,116.0
ARHGEF17,163.0,148.0,195.0
ARHGEF18,117.0,112.0,165.0
ARHGEF19,97.0,91.0,122.0
ARHGEF2,91.0,96.0,127.0
ARHGEF25,54.0,56.0,69.0
ARHGEF26,106.0,110.0,144.0
ARHGEF28,166.0,161.0,211.0
ARHGEF3,51.0,53.0,73.0
ARHGEF33,100.0,119.0,141.0
ARHGEF35,2.0,2.0,3.0
ARHGEF37,76.0,79.0,110.0
ARHGEF38,93.0,96.0,120.0
ARHGEF39,39.0,45.0,61.0
ARHGEF4,80.0,88.0,129.0
ARHGEF40,177.0,183.0,260.0
ARHGEF5,176.0,176.0,226.0
ARHGEF6,88.0,90.0,126.0
ARHGEF7,90.0,100.0,135.0
ARHGEF9,66.0,70.0,86.0
ARID1A,154.0,154.0,215.0
ARID1B,154.0,155.0,189.0
ARID2,127.0,131.0,166.0
ARID3A,54.0,49.0,66.0
ARID3B,52.0,59.0,91.0
ARID3C,28.0,22.0,45.0
ARID4A,81.0,86.0,123.0
ARID4B,137.0,139.0,182.0
ARID5A,59.0,62.0,86.0
ARID5B,119.0,135.0,174.0
ARIH1,37.0,41.0,71.0
ARIH2,80.0,83.0,109.0
ARIH2OS,28.0,21.0,34.0
ARK2C,37.0,39.0,44.0
ARK2N,21.0,20.0,28.0
ARL1,23.0,24.0,21.0
ARL10,22.0,18.0,30.0
ARL11,18.0,18.0,26.0
ARL13A,38.0,42.0,50.0
ARL13B,47.0,51.0,64.0
ARL14,30.0,30.0,29.0
ARL14EP,28.0,37.0,41.0
ARL14EPL,18.0,13.0,21.0
ARL15,16.0,18.0,25.0
ARL16,15.0,12.0,31.0
ARL17A,12.0,10.0,27.0
ARL2,22.0,29.0,34.0
ARL2BP,5.0,8.0,14.0
ARL3,17.0,17.0,19.0
ARL4A,10.0,13.0,24.0
ARL4C,16.0,17.0,24.0
ARL4D,15.0,19.0,26.0
ARL5A,7.0,11.0,8.0
ARL5B,22.0,19.0,31.0
ARL5C,21.0,22.0,22.0
ARL6,48.0,52.0,57.0
ARL6IP1,12.0,14.0,16.0
ARL6IP4,18.0,19.0,33.0
ARL6IP5,17.0,13.0,17.0
ARL6IP6,17.0,17.0,21.0
ARL8A,38.0,34.0,53.0
ARL8B,23.0,22.0,34.0
ARL9,27.0,40.0,36.0
ARLN,10.0,8.0,14.0
ARMC1,36.0,35.0,41.0
ARMC10,34.0,35.0,40.0
ARMC12,32.0,30.0,45.0
ARMC2,121.0,119.0,160.0
ARMC3,106.0,100.0,130.0
ARMC5,59.0,71.0,79.0
ARMC6,48.0,47.0,63.0
ARMC7,6.0,6.0,12.0
ARMC8,71.0,74.0,103.0
ARMC9,81.0,89.0,124.0
ARMCX1,48.0,48.0,65.0
ARMCX2,32.0,38.0,46.0
ARMCX3,24.0,32.0,53.0
ARMCX4,216.0,249.0,289.0
ARMCX5,60.0,77.0,89.0
ARMCX6,25.0,32.0,35.0
ARMH1,50.0,49.0,58.0
ARMH2,24.0,24.0,36.0
ARMH3,74.0,84.0,129.0
ARMH4,31.0,30.0,38.0
ARMS2,12.0,16.0,23.0
ARNT,82.0,90.0,105.0
ARNT2,42.0,42.0,60.0
ARPC1A,37.0,37.0,51.0
ARPC1B,40.0,44.0,60.0
ARPC2,46.0,53.0,60.0
ARPC3,28.0,21.0,30.0
ARPC4,36.0,35.0,46.0
ARPC5,14.0,21.0,21.0
ARPC5L,17.0,18.0,28.0
ARPIN,20.0,23.0,30.0
ARPP19,13.0,11.0,16.0
ARPP21,55.0,53.0,74.0
ARR3,35.0,33.0,40.0
ARRB1,26.0,25.0,54.0
ARRB2,47.0,44.0,72.0
ARRDC1,27.0,23.0,33.0
ARRDC1-AS1,8.0,5.0,12.0
ARRDC2,22.0,24.0,43.0
ARRDC3,29.0,32.0,34.0
ARRDC4,47.0,43.0,71.0
ARRDC5,34.0,42.0,49.0
ARSA,15.0,12.0,23.0
ARSB,63.0,67.0,89.0
ARSD,46.0,52.0,70.0
ARSF,40.0,44.0,67.0
ARSG,31.0,32.0,35.0
ARSH,43.0,48.0,54.0
ARSI,27.0,23.0,29.0
ARSJ,44.0,50.0,62.0
ARSK,42.0,55.0,69.0
ARSL,48.0,42.0,63.0
ART1,20.0,18.0,23.0
ART3,27.0,23.0,43.0
ART4,43.0,52.0,59.0
ART5,36.0,39.0,38.0
ARTN,27.0,26.0,28.0
ARV1,19.0,24.0,48.0
ARVCF,105.0,110.0,138.0
ARX,53.0,54.0,69.0
AS3MT,64.0,72.0,75.0
ASAH1,34.0,40.0,57.0
ASAH2,54.0,46.0,74.0
ASAH2B,5.0,5.0,13.0
ASAP1,150.0,155.0,224.0
ASAP2,111.0,114.0,161.0
ASAP3,60.0,62.0,79.0
ASB1,53.0,51.0,62.0
ASB10,43.0,50.0,53.0
ASB11,36.0,32.0,42.0
ASB12,19.0,19.0,25.0
ASB13,25.0,30.0,44.0
ASB14,68.0,60.0,73.0
ASB15,52.0,48.0,83.0
ASB16,41.0,42.0,50.0
ASB16-AS1,21.0,20.0,25.0
ASB17,47.0,59.0,67.0
ASB18,56.0,61.0,70.0
ASB2,51.0,65.0,77.0
ASB3,32.0,41.0,51.0
ASB4,38.0,41.0,53.0
ASB5,21.0,20.0,18.0
ASB6,65.0,71.0,89.0
ASB7,50.0,49.0,66.0
ASB8,38.0,38.0,52.0
ASB9,21.0,20.0,30.0
ASCC1,22.0,23.0,47.0
ASCC2,42.0,43.0,61.0
ASCC3,291.0,299.0,414.0
ASCL1,11.0,12.0,11.0
ASCL2,16.0,18.0,26.0
ASCL3,21.0,19.0,25.0
ASCL4,27.0,31.0,28.0
ASCL5,9.0,11.0,9.0
ASDURF,14.0,20.0,27.0
ASF1A,1.0,3.0,1.0
ASF1B,13.0,14.0,18.0
ASGR1,48.0,53.0,65.0
ASGR2,13.0,11.0,29.0
ASH1L,299.0,299.0,420.0
ASH2L,60.0,66.0,96.0
ASIC1,42.0,39.0,48.0
ASIC2,33.0,32.0,45.0
ASIC3,36.0,35.0,53.0
ASIC4,31.0,30.0,45.0
ASIC5,47.0,41.0,74.0
ASIP,4.0,6.0,4.0
ASL,63.0,70.0,99.0
ASMT,34.0,30.0,51.0
ASMTL,64.0,67.0,91.0
ASNS,80.0,72.0,99.0
ASNSD1,57.0,60.0,81.0
ASPA,34.0,35.0,43.0
ASPDH,25.0,23.0,25.0
ASPG,41.0,42.0,46.0
ASPH,67.0,71.0,94.0
ASPHD1,17.0,16.0,22.0
ASPHD2,17.0,20.0,30.0
ASPM,454.0,425.0,597.0
ASPN,52.0,54.0,76.0
ASPRV1,22.0,20.0,31.0
ASPSCR1,56.0,59.0,83.0
ASRGL1,41.0,36.0,46.0
ASS1,25.0,23.0,42.0
ASTE1,87.0,93.0,126.0
ASTL,46.0,47.0,62.0
ASTN1,108.0,97.0,137.0
ASTN2,85.0,98.0,140.0
ASXL1,156.0,176.0,223.0
ASXL2,196.0,192.0,232.0
ASXL3,161.0,164.0,243.0
ASZ1,31.0,38.0,45.0
ATAD1,49.0,47.0,68.0
ATAD2,145.0,151.0,182.0
ATAD2B,160.0,164.0,201.0
ATAD3A,42.0,41.0,52.0
ATAD3B,75.0,79.0,84.0
ATAD3C,25.0,23.0,36.0
ATAD5,219.0,205.0,305.0
ATAT1,42.0,45.0,64.0
ATCAY,30.0,35.0,47.0
ATE1,33.0,44.0,65.0
ATF2,36.0,38.0,49.0
ATF3,22.0,19.0,25.0
ATF4,19.0,18.0,26.0
ATF5,10.0,11.0,18.0
ATF6,40.0,41.0,68.0
ATF6B,56.0,58.0,78.0
ATF7,26.0,32.0,42.0
ATF7IP,97.0,99.0,127.0
ATF7IP2,86.0,78.0,111.0
ATG10,22.0,27.0,42.0
ATG101,25.0,25.0,28.0
ATG12,5.0,8.0,8.0
ATG13,54.0,47.0,65.0
ATG14,25.0,32.0,41.0
ATG16L1,51.0,57.0,76.0
ATG16L2,62.0,64.0,84.0
ATG2A,148.0,154.0,210.0
ATG2B,200.0,205.0,284.0
ATG3,21.0,19.0,28.0
ATG4A,32.0,30.0,62.0
ATG4B,44.0,46.0,57.0
ATG4C,51.0,58.0,76.0
ATG4D,63.0,64.0,75.0
ATG5,32.0,39.0,49.0
ATG7,77.0,75.0,103.0
ATG9A,82.0,76.0,102.0
ATG9B,68.0,66.0,88.0
ATIC,65.0,59.0,93.0
ATL1,52.0,53.0,75.0
ATL2,72.0,66.0,82.0
ATL3,58.0,61.0,69.0
ATM,381.0,396.0,496.0
ATMIN,56.0,49.0,64.0
ATN1,61.0,63.0,95.0
ATOH1,25.0,28.0,38.0
ATOH7,29.0,26.0,32.0
ATOH8,28.0,22.0,31.0
ATOSA,128.0,124.0,176.0
ATOSB,18.0,26.0,38.0
ATOX1,13.0,13.0,27.0
ATP10A,117.0,123.0,164.0
ATP10B,97.0,96.0,140.0
ATP10D,100.0,108.0,146.0
ATP11A,120.0,124.0,160.0
ATP11AUN,15.0,18.0,33.0
ATP11B,77.0,80.0,122.0
ATP11C,72.0,82.0,127.0
ATP12A,89.0,95.0,135.0
ATP13A1,119.0,116.0,156.0
ATP13A2,102.0,96.0,145.0
ATP13A3,104.0,107.0,136.0
ATP13A4,103.0,94.0,129.0
ATP13A5,92.0,98.0,121.0
ATP1A1,94.0,105.0,133.0
ATP1A1-AS1,12.0,10.0,10.0
ATP1A2,94.0,92.0,118.0
ATP1A3,54.0,57.0,76.0
ATP1A4,62.0,59.0,77.0
ATP1B1,32.0,30.0,45.0
ATP1B2,20.0,22.0,32.0
ATP1B3,20.0,21.0,32.0
ATP1B4,26.0,27.0,39.0
ATP23,33.0,28.0,40.0
ATP2A1,104.0,97.0,147.0
ATP2A2,87.0,90.0,119.0
ATP2A3,73.0,66.0,101.0
ATP2B1,109.0,108.0,158.0
ATP2B2,72.0,76.0,110.0
ATP2B3,67.0,75.0,101.0
ATP2B4,100.0,102.0,108.0
ATP2C1,74.0,75.0,104.0
ATP2C2,62.0,69.0,92.0
ATP4A,77.0,80.0,101.0
ATP4B,40.0,43.0,50.0
ATP5F1A,83.0,88.0,96.0
ATP5F1B,45.0,48.0,72.0
ATP5F1C,28.0,34.0,45.0
ATP5F1D,6.0,6.0,14.0
ATP5F1E,13.0,11.0,14.0
ATP5F1EP2,2.0,2.0,2.0
ATP5IF1,8.0,6.0,15.0
ATP5MC1,7.0,7.0,14.0
ATP5MC2,7.0,7.0,11.0
ATP5MC3,15.0,9.0,13.0
ATP5ME,9.0,9.0,11.0
ATP5MF,8.0,10.0,13.0
ATP5MG,14.0,15.0,24.0
ATP5MGL,11.0,13.0,14.0
ATP5MJ,7.0,5.0,8.0
ATP5MK,4.0,4.0,9.0
ATP5PB,34.0,31.0,55.0
ATP5PD,19.0,21.0,26.0
ATP5PF,23.0,26.0,27.0
ATP5PO,23.0,27.0,53.0
ATP6AP1,40.0,46.0,58.0
ATP6AP1L,10.0,9.0,12.0
ATP6AP2,37.0,36.0,56.0
ATP6V0A1,58.0,61.0,90.0
ATP6V0A2,74.0,67.0,95.0
ATP6V0A4,44.0,47.0,62.0
ATP6V0C,4.0,2.0,2.0
ATP6V0D1,35.0,36.0,41.0
ATP6V0D2,45.0,47.0,57.0
ATP6V0E1,5.0,6.0,6.0
ATP6V0E2,4.0,3.0,3.0
ATP6V1A,48.0,50.0,83.0
ATP6V1B1,54.0,60.0,73.0
ATP6V1B2,44.0,46.0,59.0
ATP6V1C1,55.0,54.0,74.0
ATP6V1C2,65.0,69.0,100.0
ATP6V1D,23.0,27.0,33.0
ATP6V1E1,18.0,22.0,33.0
ATP6V1E2,21.0,29.0,37.0
ATP6V1F,11.0,12.0,19.0
ATP6V1G1,23.0,24.0,31.0
ATP6V1G2,33.0,30.0,42.0
ATP6V1G3,15.0,15.0,20.0
ATP6V1H,37.0,46.0,70.0
ATP7A,110.0,105.0,178.0
ATP7B,108.0,123.0,159.0
ATP8A1,115.0,102.0,144.0
ATP8A2,83.0,86.0,152.0
ATP8B1,109.0,94.0,148.0
ATP8B2,100.0,102.0,136.0
ATP8B3,118.0,119.0,141.0
ATP8B4,87.0,99.0,116.0
ATP9A,57.0,55.0,92.0
ATP9B,99.0,106.0,135.0
ATPAF1,31.0,33.0,56.0
ATPAF2,37.0,39.0,52.0
ATPSCKMT,20.0,22.0,26.0
ATR,293.0,294.0,407.0
ATRAID,4.0,4.0,5.0
ATRIP,68.0,72.0,106.0
ATRN,118.0,125.0,156.0
ATRNL1,88.0,93.0,129.0
ATRX,279.0,306.0,434.0
ATXN1,69.0,78.0,87.0
ATXN10,44.0,44.0,62.0
ATXN1L,43.0,54.0,79.0
ATXN2,85.0,75.0,118.0
ATXN2L,81.0,73.0,111.0
ATXN3,26.0,26.0,36.0
ATXN3L,24.0,25.0,36.0
ATXN7,76.0,90.0,118.0
ATXN7L1,62.0,63.0,87.0
ATXN7L2,86.0,94.0,116.0
ATXN7L3,29.0,34.0,36.0
ATXN7L3B,13.0,12.0,15.0
ATXN8OS,27.0,32.0,40.0
AUH,34.0,42.0,60.0
AUNIP,46.0,41.0,63.0
AUP1,34.0,37.0,47.0
AURKA,52.0,50.0,69.0
AURKAIP1,21.0,23.0,29.0
AURKB,56.0,53.0,71.0
AURKC,42.0,48.0,59.0
AUTS2,76.0,74.0,112.0
AVEN,39.0,41.0,50.0
AVIL,117.0,123.0,149.0
AVL9,46.0,47.0,82.0
AVP,15.0,12.0,15.0
AVPI1,13.0,13.0,26.0
AVPR1A,26.0,29.0,37.0
AVPR1B,27.0,25.0,32.0
AVPR2,11.0,10.0,8.0
AWAT1,15.0,15.0,21.0
AWAT2,30.0,27.0,38.0
AXDND1,142.0,151.0,213.0
AXIN1,93.0,102.0,116.0
AXIN2,88.0,87.0,124.0
AXL,54.0,49.0,72.0
AZGP1,66.0,48.0,72.0
AZI2,79.0,85.0,110.0
AZIN1,23.0,24.0,28.0
AZIN2,35.0,30.0,47.0
AZU1,17.0,18.0,20.0
B2M,15.0,15.0,20.0
B3GALNT1,45.0,46.0,63.0
B3GALNT2,21.0,29.0,41.0
B3GALT1,40.0,41.0,56.0
B3GALT2,47.0,55.0,57.0
B3GALT4,30.0,36.0,45.0
B3GALT5,29.0,30.0,39.0
B3GALT5-AS1,7.0,6.0,10.0
B3GALT6,38.0,46.0,44.0
B3GALT9,22.0,25.0,39.0
B3GAT1,42.0,42.0,44.0
B3GAT2,26.0,28.0,37.0
B3GAT3,36.0,36.0,48.0
B3GLCT,22.0,29.0,44.0
B3GNT2,60.0,55.0,68.0
B3GNT3,23.0,19.0,31.0
B3GNT4,34.0,31.0,63.0
B3GNT5,26.0,30.0,36.0
B3GNT6,38.0,35.0,44.0
B3GNT7,58.0,52.0,66.0
B3GNT8,32.0,29.0,52.0
B3GNT9,33.0,35.0,43.0
B4GALNT1,73.0,73.0,77.0
B4GALNT2,48.0,49.0,68.0
B4GALNT3,89.0,110.0,133.0
B4GALNT4,122.0,118.0,148.0
B4GALT1,23.0,20.0,29.0
B4GALT2,25.0,28.0,37.0
B4GALT3,25.0,14.0,21.0
B4GALT4,28.0,31.0,42.0
B4GALT5,35.0,48.0,41.0
B4GALT6,29.0,42.0,45.0
B4GALT7,27.0,26.0,35.0
B4GAT1,28.0,33.0,41.0
B9D1,20.0,19.0,28.0
B9D2,17.0,18.0,23.0
BAALC,12.0,11.0,21.0
BAALC-AS2,1.0,2.0,2.0
BAAT,41.0,48.0,50.0
BABAM1,20.0,21.0,33.0
BABAM2,24.0,22.0,33.0
BACC1,19.0,16.0,28.0
BACE1,47.0,46.0,58.0
BACE2,27.0,30.0,40.0
BACH1,91.0,83.0,120.0
BACH2,74.0,69.0,106.0
BAD,18.0,28.0,29.0
BAG1,24.0,29.0,31.0
BAG2,32.0,30.0,55.0
BAG3,77.0,87.0,109.0
BAG4,22.0,19.0,32.0
BAG5,40.0,44.0,53.0
BAG6,77.0,74.0,94.0
BAGE,15.0,13.0,12.0
BAGE2,4.0,4.0,7.0
BAGE3,6.0,8.0,13.0
BAGE5,5.0,5.0,6.0
BAHCC1,233.0,223.0,314.0
BAHD1,55.0,59.0,67.0
BAIAP2,80.0,87.0,124.0
BAIAP2L1,61.0,66.0,87.0
BAIAP2L2,52.0,59.0,82.0
BAIAP3,79.0,81.0,123.0
BAK1,11.0,11.0,20.0
BAMBI,20.0,22.0,34.0
BANF1,8.0,11.0,14.0
BANF2,11.0,8.0,11.0
BANK1,85.0,91.0,122.0
BANP,59.0,59.0,73.0
BAP1,47.0,44.0,64.0
BARD1,75.0,74.0,105.0
BARGIN,65.0,79.0,115.0
BARHL1,34.0,38.0,65.0
BARHL2,27.0,28.0,47.0
BARX1,38.0,37.0,45.0
BARX2,26.0,25.0,34.0
BASP1,26.0,25.0,43.0
BATF,13.0,18.0,16.0
BATF2,24.0,23.0,24.0
BATF3,26.0,19.0,26.0
BAX,26.0,21.0,32.0
BAZ1A,164.0,170.0,231.0
BAZ1B,161.0,173.0,220.0
BAZ2A,125.0,137.0,200.0
BAZ2B,171.0,167.0,263.0
BBC3,43.0,39.0,55.0
BBIP1,22.0,19.0,27.0
BBLN,5.0,5.0,7.0
BBOF1,57.0,45.0,74.0
BBOX1,33.0,27.0,45.0
BBS1,50.0,41.0,83.0
BBS10,63.0,64.0,80.0
BBS12,69.0,77.0,81.0
BBS2,52.0,54.0,94.0
BBS4,57.0,57.0,90.0
BBS5,34.0,39.0,45.0
BBS7,74.0,73.0,102.0
BBS9,66.0,73.0,97.0
BBX,82.0,94.0,111.0
BCAM,59.0,54.0,93.0
BCAN,56.0,69.0,68.0
BCAP29,34.0,35.0,46.0
BCAP31,21.0,27.0,29.0
BCAR1,53.0,55.0,95.0
BCAR3,118.0,123.0,158.0
BCAS1,55.0,58.0,86.0
BCAS2,19.0,18.0,37.0
BCAS3,74.0,81.0,104.0
BCAS4,12.0,13.0,19.0
BCAT1,26.0,27.0,36.0
BCAT2,53.0,52.0,60.0
BCCIP,23.0,27.0,39.0
BCDIN3D,28.0,23.0,30.0
BCE1,5.0,5.0,11.0
BCHE,49.0,55.0,61.0
BCKDHA,46.0,58.0,87.0
BCKDHB,42.0,53.0,52.0
BCKDK,45.0,46.0,67.0
BCL10,23.0,23.0,36.0
BCL11A,75.0,76.0,97.0
BCL11B,89.0,94.0,116.0
BCL2,6.0,12.0,19.0
BCL2A1,26.0,33.0,43.0
BCL2L1,11.0,10.0,17.0
BCL2L10,23.0,18.0,27.0
BCL2L11,28.0,30.0,35.0
BCL2L12,27.0,38.0,43.0
BCL2L13,22.0,26.0,53.0
BCL2L14,45.0,49.0,61.0
BCL2L15,4.0,4.0,8.0
BCL2L2,14.0,12.0,19.0
BCL3,35.0,29.0,45.0
BCL6,92.0,98.0,126.0
BCL6B,57.0,56.0,65.0
BCL7A,14.0,12.0,11.0
BCL7B,2.0,3.0,4.0
BCL7C,7.0,10.0,12.0
BCL9,119.0,140.0,191.0
BCL9L,84.0,91.0,136.0
BCLAF1,84.0,92.0,111.0
BCLAF3,91.0,91.0,115.0
BCO1,39.0,42.0,60.0
BCO2,48.0,53.0,70.0
BCOR,192.0,206.0,270.0
