Protein,CRC01-N,CRC01-T
NHP2,11.0,9.0
NHS,127.0,122.0
NHSL1,113.0,116.0
NHSL2,121.0,129.0
NHSL3,71.0,73.0
NIBAN1,78.0,68.0
NIBAN2,70.0,69.0
NIBAN3,50.0,50.0
NICN1,26.0,25.0
NICOL1,13.0,15.0
NID1,105.0,111.0
NID2,93.0,95.0
NIF3L1,38.0,43.0
NIFK,28.0,30.0
NIM1K,58.0,77.0
NIN,272.0,282.0
NINJ1,6.0,8.0
NINJ2,11.0,15.0
NINL,184.0,190.0
NIP7,39.0,34.0
NIPA1,15.0,9.0
NIPA2,8.0,8.0
NIPAL1,7.0,8.0
NIPAL2,16.0,16.0
NIPAL3,14.0,16.0
NIPAL4,16.0,23.0
NIPBL,244.0,257.0
NIPSNAP1,28.0,24.0
NIPSNAP2,28.0,27.0
NIPSNAP3A,28.0,30.0
NIPSNAP3B,23.0,29.0
NISCH,114.0,111.0
NIT1,34.0,40.0
NIT2,21.0,36.0
NKAIN1,6.0,5.0
NKAIN2,5.0,4.0
NKAIN3,6.0,7.0
NKAIN4,9.0,6.0
NKAP,43.0,33.0
NKAPD1,23.0,26.0
NKAPL,23.0,33.0
NKAPP1,6.0,9.0
NKD1,35.0,38.0
NKD2,42.0,48.0
NKIRAS1,26.0,24.0
NKIRAS2,21.0,21.0
NKPD1,77.0,73.0
NKRF,96.0,107.0
NKTR,146.0,148.0
NKX1-1,15.0,14.0
NKX1-2,16.0,16.0
NKX2-1,24.0,23.0
NKX2-2,26.0,23.0
NKX2-3,26.0,31.0
NKX2-4,12.0,11.0
NKX2-5,21.0,23.0
NKX2-6,24.0,25.0
NKX2-8,18.0,23.0
NKX3-1,26.0,37.0
NKX3-2,30.0,32.0
NKX6-1,29.0,23.0
NKX6-2,24.0,25.0
NKX6-3,30.0,32.0
NLE1,45.0,54.0
NLGN1,54.0,59.0
NLGN2,40.0,40.0
NLGN3,42.0,45.0
NLGN4X,39.0,41.0
NLGN4Y,11.0,14.0
NLK,62.0,69.0
NLN,89.0,93.0
NLRC3,122.0,123.0
NLRC4,111.0,117.0
NLRC5,139.0,142.0
NLRP1,152.0,161.0
NLRP10,83.0,82.0
NLRP11,91.0,86.0
NLRP12,110.0,110.0
NLRP13,91.0,94.0
NLRP14,105.0,118.0
NLRP2,123.0,115.0
NLRP2B,5.0,5.0
NLRP3,124.0,119.0
NLRP4,102.0,112.0
NLRP5,104.0,112.0
NLRP6,100.0,90.0
NLRP7,147.0,140.0
NLRP8,114.0,114.0
NLRP9,109.0,112.0
NLRX1,84.0,80.0
NMB,23.0,19.0
NMBR,17.0,25.0
NMD3,45.0,57.0
NME1,26.0,31.0
NME2,10.0,11.0
NME3,20.0,20.0
NME4,31.0,25.0
NME5,22.0,25.0
NME6,21.0,19.0
NME7,43.0,47.0
NME8,73.0,79.0
NME9,43.0,48.0
NMI,57.0,48.0
NMNAT1,46.0,43.0
NMNAT2,32.0,30.0
NMNAT3,33.0,34.0
NMRAL1,37.0,38.0
NMRK1,25.0,23.0
NMRK2,22.0,24.0
NMS,13.0,14.0
NMT1,55.0,53.0
NMT2,49.0,53.0
NMU,6.0,5.0
NMUR1,25.0,27.0
NMUR2,15.0,22.0
NNAT,11.0,8.0
NNMT,28.0,26.0
NNT,80.0,81.0
NOA1,63.0,78.0
NOB1,35.0,51.0
NOBOX,51.0,46.0
NOC2L,81.0,82.0
NOC3L,54.0,56.0
NOC4L,51.0,48.0
NOCT,72.0,64.0
NOD1,80.0,82.0
NOD2,86.0,90.0
NODAL,12.0,16.0
NOG,18.0,14.0
NOL10,85.0,95.0
NOL11,67.0,71.0
NOL12,9.0,7.0
NOL3,24.0,22.0
NOL4,86.0,85.0
NOL4L,31.0,28.0
NOL6,102.0,115.0
NOL7,22.0,24.0
NOL8,129.0,150.0
NOL9,36.0,37.0
NOLC1,69.0,66.0
NOM1,93.0,91.0
NOMO1,7.0,11.0
NOMO2,1.0,2.0
NOMO3,99.0,99.0
NONO,33.0,35.0
NOP10,11.0,13.0
NOP14,111.0,108.0
NOP16,14.0,15.0
NOP2,76.0,72.0
NOP53,11.0,8.0
NOP56,43.0,60.0
NOP58,69.0,87.0
NOP9,93.0,90.0
NOPCHAP1,23.0,27.0
NOS1,148.0,166.0
NOS1AP,65.0,71.0
NOS2,127.0,130.0
NOS3,129.0,118.0
NOSIP,39.0,36.0
NOSTRIN,85.0,82.0
NOTCH1,116.0,115.0
NOTCH2,103.0,118.0
NOTCH2NLA,5.0,4.0
NOTCH2NLB,14.0,16.0
NOTCH2NLC,4.0,4.0
NOTCH2NLR,15.0,17.0
NOTCH3,110.0,131.0
NOTCH4,105.0,100.0
NOTO,8.0,10.0
NOTUM,21.0,29.0
NOVA1,53.0,46.0
NOVA2,36.0,31.0
NOX1,45.0,54.0
NOX3,42.0,46.0
NOX4,60.0,57.0
NOX5,88.0,96.0
NOXA1,43.0,40.0
NOXO1,51.0,47.0
NOXRED1,44.0,44.0
NPAP1,64.0,65.0
NPAS1,32.0,34.0
NPAS2,58.0,63.0
NPAS3,66.0,70.0
NPAS4,28.0,29.0
NPAT,104.0,107.0
NPB,16.0,16.0
NPBWR1,8.0,7.0
NPBWR2,2.0,4.0
NPC1,54.0,59.0
NPC1L1,68.0,74.0
NPC2,12.0,16.0
NPDC1,29.0,30.0
NPEPL1,37.0,38.0
NPEPPS,101.0,106.0
NPEPPSL1,15.0,22.0
NPFF,9.0,8.0
NPFFR1,6.0,6.0
NPFFR2,27.0,30.0
NPHP1,68.0,65.0
NPHP3,155.0,160.0
NPHP4,97.0,104.0
NPHS1,104.0,107.0
NPHS2,52.0,53.0
NPIPA1,28.0,35.0
NPIPA2,14.0,14.0
NPIPA5,1.0,
NPIPA7,5.0,4.0
NPIPB11,22.0,25.0
NPIPB13,12.0,16.0
NPIPB15,29.0,31.0
NPIPB2,25.0,28.0
NPIPB3,64.0,76.0
NPIPB6,23.0,24.0
NPIPB7,4.0,5.0
NPIPB8,11.0,5.0
NPIPB9,1.0,3.0
NPL,23.0,25.0
NPLOC4,66.0,66.0
NPM1,17.0,19.0
NPM2,11.0,12.0
NPM3,10.0,12.0
NPNT,79.0,67.0
NPPA,6.0,9.0
NPPB,7.0,8.0
NPPC,15.0,15.0
NPR1,113.0,115.0
NPR2,101.0,109.0
NPR3,32.0,34.0
NPRL2,31.0,33.0
NPRL3,52.0,51.0
NPS,3.0,3.0
NPSR1,14.0,18.0
NPTN,43.0,47.0
NPTX1,33.0,40.0
NPTX2,65.0,63.0
NPTXR,32.0,29.0
NPVF,8.0,9.0
NPW,15.0,21.0
NPY,9.0,9.0
NPY1R,18.0,15.0
NPY2R,2.0,5.0
NPY4R,16.0,13.0
NPY5R,28.0,30.0
NPY6R,12.0,17.0
NQO1,19.0,14.0
NQO2,31.0,31.0
NR0B1,45.0,44.0
NR0B2,13.0,16.0
NR1D1,46.0,54.0
NR1D2,56.0,54.0
NR1H2,60.0,63.0
NR1H3,48.0,49.0
NR1H4,52.0,61.0
NR1I2,47.0,53.0
NR1I3,25.0,25.0
NR2C1,45.0,58.0
NR2C2,78.0,78.0
NR2C2AP,9.0,8.0
NR2E1,40.0,34.0
NR2E3,60.0,51.0
NR2F1,33.0,32.0
NR2F2,12.0,11.0
NR2F6,46.0,41.0
NR3C1,72.0,72.0
NR3C2,91.0,80.0
NR4A1,57.0,43.0
NR4A2,28.0,34.0
NR4A3,30.0,28.0
NR5A1,35.0,33.0
NR5A2,33.0,35.0
NR6A1,56.0,52.0
NRAC,19.0,17.0
NRAP,280.0,285.0
NRARP,7.0,6.0
NRAS,24.0,36.0
NRBF2,41.0,35.0
NRBP1,18.0,21.0
NRBP2,62.0,64.0
NRCAM,102.0,110.0
NRDC,103.0,113.0
NRDE2,116.0,122.0
NREP,3.0,1.0
NRF1,12.0,12.0
NRG1,48.0,46.0
NRG2,82.0,87.0
NRG3,42.0,43.0
NRG4,6.0,6.0
NRGN,6.0,5.0
NRIP1,154.0,164.0
NRIP2,17.0,16.0
NRIP3,31.0,34.0
NRK,129.0,128.0
NRL,7.0,8.0
NRM,15.0,16.0
NRN1,5.0,3.0
NRN1L,9.0,12.0
NRP1,81.0,92.0
NRP2,103.0,112.0
NRROS,66.0,60.0
NRSN1,14.0,12.0
NRSN2,7.0,7.0
NRTN,10.0,7.0
NRXN1,156.0,150.0
NRXN2,143.0,155.0
NRXN3,146.0,162.0
NSA2,27.0,29.0
NSD1,302.0,331.0
NSD2,152.0,168.0
NSD3,167.0,169.0
NSDHL,57.0,56.0
NSF,102.0,109.0
NSFL1C,42.0,49.0
NSG1,16.0,15.0
NSG2,15.0,19.0
NSL1,23.0,22.0
NSMAF,67.0,67.0
NSMCE1,38.0,37.0
NSMCE2,22.0,23.0
NSMCE3,46.0,49.0
NSMCE4A,42.0,57.0
NSMF,66.0,65.0
NSRP1,56.0,64.0
NSUN2,105.0,97.0
NSUN3,46.0,51.0
NSUN4,22.0,25.0
NSUN5,46.0,47.0
NSUN5P1,6.0,5.0
NSUN5P2,44.0,53.0
NSUN6,60.0,66.0
NSUN7,94.0,94.0
NT5C,25.0,16.0
NT5C1A,42.0,44.0
NT5C1B,58.0,59.0
NT5C2,63.0,59.0
NT5C3A,41.0,44.0
NT5C3B,30.0,33.0
NT5DC1,47.0,51.0
NT5DC2,68.0,60.0
NT5DC3,58.0,65.0
NT5DC4,39.0,32.0
NT5E,49.0,43.0
NT5M,29.0,27.0
NTAN1,25.0,34.0
NTAQ1,9.0,10.0
NTF3,38.0,50.0
NTF4,22.0,22.0
NTHL1,26.0,30.0
NTM,18.0,16.0
NTM-AS1,14.0,16.0
NTMT1,22.0,20.0
NTMT2,19.0,18.0
NTN1,54.0,55.0
NTN3,62.0,76.0
NTN4,46.0,48.0
NTN5,41.0,39.0
NTNG1,36.0,37.0
NTNG2,64.0,62.0
NTPCR,23.0,28.0
NTRK1,62.0,60.0
NTRK2,53.0,55.0
NTRK3,61.0,73.0
NTS,5.0,10.0
NTSR1,17.0,16.0
NTSR2,23.0,21.0
NUAK1,74.0,75.0
NUAK2,69.0,69.0
NUB1,76.0,78.0
NUBP1,18.0,17.0
NUBP2,19.0,25.0
NUBPL,24.0,24.0
NUCB1,78.0,89.0
NUCB2,38.0,41.0
NUCKS1,15.0,18.0
NUDC,53.0,56.0
NUDCD1,65.0,69.0
NUDCD2,12.0,9.0
NUDCD3,35.0,41.0
NUDT1,10.0,13.0
NUDT10,16.0,11.0
NUDT11,3.0,4.0
NUDT12,76.0,70.0
NUDT13,31.0,36.0
NUDT14,27.0,33.0
NUDT15,19.0,26.0
NUDT16,26.0,26.0
NUDT16L1,30.0,32.0
NUDT17,23.0,34.0
NUDT18,37.0,37.0
NUDT19,30.0,36.0
NUDT2,18.0,24.0
NUDT21,18.0,25.0
NUDT22,21.0,15.0
NUDT3,27.0,30.0
NUDT4,11.0,8.0
NUDT5,34.0,34.0
NUDT6,26.0,27.0
NUDT7,26.0,29.0
NUDT8,20.0,23.0
NUDT9,39.0,40.0
NUF2,72.0,68.0
NUFIP1,37.0,52.0
NUFIP2,67.0,75.0
NUGGC,84.0,89.0
NUMA1,292.0,323.0
NUMB,57.0,60.0
NUMBL,66.0,71.0
NUP107,87.0,106.0
NUP133,98.0,104.0
NUP153,102.0,111.0
NUP155,92.0,105.0
NUP160,107.0,108.0
NUP188,162.0,174.0
NUP205,155.0,157.0
NUP210,92.0,107.0
NUP210L,177.0,187.0
NUP214,106.0,95.0
NUP35,24.0,31.0
NUP37,27.0,30.0
NUP42,37.0,37.0
NUP43,9.0,13.0
NUP50,63.0,67.0
NUP54,65.0,63.0
NUP58,29.0,30.0
NUP62,23.0,29.0
NUP62CL,5.0,4.0
NUP85,48.0,56.0
NUP88,72.0,75.0
NUP93,102.0,103.0
NUP98,162.0,161.0
NUPR1,5.0,5.0
NUPR2,,1.0
NUS1,27.0,22.0
NUSAP1,75.0,65.0
NUTF2,2.0,1.0
NUTM1,51.0,48.0
NUTM2A,11.0,19.0
NUTM2B,46.0,43.0
NUTM2D,6.0,8.0
NUTM2E,11.0,9.0
NUTM2F,67.0,76.0
NUTM2G,4.0,7.0
NVL,96.0,98.0
NWD1,162.0,176.0
NWD2,174.0,187.0
NXF1,64.0,61.0
NXF2,68.0,79.0
NXF3,50.0,48.0
NXF5,18.0,21.0
NXN,34.0,43.0
NXNL1,19.0,17.0
NXNL2,29.0,28.0
NXPE1,69.0,73.0
NXPE2,83.0,74.0
NXPE3,34.0,35.0
NXPE4,77.0,83.0
NXPH1,25.0,26.0
NXPH2,22.0,22.0
NXPH3,17.0,25.0
NXPH4,16.0,18.0
NXT1,5.0,8.0
NXT2,9.0,10.0
NYAP1,92.0,105.0
NYAP2,45.0,49.0
NYNRIN,174.0,193.0
NYX,29.0,35.0
OAF,17.0,19.0
OARD1,26.0,32.0
OAS1,38.0,35.0
OAS2,64.0,74.0
OAS3,93.0,89.0
OASL,39.0,39.0
OAT,62.0,62.0
OAZ1,31.0,36.0
OAZ2,25.0,32.0
OAZ3,18.0,20.0
OBI1,78.0,86.0
OBP2A,5.0,7.0
OBP2B,14.0,15.0
OBSCN,659.0,645.0
OBSCN-AS1,22.0,18.0
OBSL1,180.0,194.0
OC90,28.0,31.0
OCA2,62.0,75.0
OCC1,6.0,6.0
OCEL1,14.0,16.0
OCIAD1,21.0,19.0
OCIAD2,24.0,18.0
OCLN,30.0,30.0
OCM,22.0,21.0
OCM2,3.0,2.0
OCR1,9.0,12.0
OCRL,111.0,113.0
OCSTAMP,56.0,60.0
ODAD1,78.0,74.0
ODAD2,94.0,85.0
ODAD3,70.0,80.0
ODAD4,85.0,79.0
ODAM,4.0,6.0
ODAPH,12.0,10.0
ODC1,25.0,31.0
ODF1,17.0,16.0
ODF2,119.0,129.0
ODF2L,110.0,108.0
ODF4,36.0,36.0
ODR4,35.0,34.0
OFCC1,21.0,25.0
OFD1,141.0,145.0
OGA,84.0,78.0
OGDH,88.0,91.0
OGDHL,101.0,90.0
OGFOD1,50.0,57.0
OGFOD2,20.0,24.0
OGFOD3,29.0,26.0
OGFR,49.0,58.0
OGFRL1,72.0,80.0
OGG1,37.0,40.0
OGN,38.0,37.0
OGT,94.0,84.0
OIP5,18.0,22.0
OIT3,72.0,78.0
OLA1,62.0,60.0
OLAH,24.0,26.0
OLFM1,53.0,60.0
OLFM2,30.0,29.0
OLFM3,28.0,27.0
OLFM4,45.0,38.0
OLFML1,42.0,45.0
OLFML2A,36.0,38.0
OLFML2B,52.0,62.0
OLFML3,25.0,30.0
OLIG1,27.0,27.0
OLIG2,26.0,28.0
OLIG3,27.0,24.0
OLR1,13.0,12.0
OMA1,88.0,83.0
OMD,24.0,29.0
OMG,33.0,40.0
OMP,20.0,15.0
ONECUT1,17.0,19.0
ONECUT2,20.0,16.0
ONECUT3,10.0,16.0
OOEP,13.0,13.0
OOSP1,6.0,5.0
OOSP2,17.0,20.0
OOSP3,2.0,4.0
OOSP4A,7.0,5.0
OOSP4B,21.0,22.0
OPA1,156.0,156.0
OPA3,18.0,17.0
OPALIN,15.0,14.0
OPCML,32.0,40.0
OPHN1,118.0,124.0
OPLAH,103.0,113.0
OPN1LW,21.0,25.0
OPN1SW,25.0,26.0
OPN3,28.0,25.0
OPN4,22.0,16.0
OPN5,29.0,33.0
OPRD1,5.0,6.0
OPRK1,7.0,8.0
OPRL1,7.0,7.0
OPRM1,3.0,6.0
OPRPN,11.0,14.0
OPTC,20.0,28.0
OPTN,74.0,64.0
OR10A2,3.0,5.0
OR10A3,5.0,9.0
OR10A4,7.0,9.0
OR10A5,6.0,9.0
OR10A6,2.0,5.0
OR10A7,11.0,12.0
OR10AC1,6.0,11.0
OR10AD1,6.0,7.0
OR10AG1,9.0,9.0
OR10C1,12.0,12.0
OR10D3,14.0,17.0
OR10D4P,6.0,5.0
OR10G2,6.0,6.0
OR10G3,11.0,11.0
OR10G4,5.0,5.0
OR10G6,6.0,7.0
OR10G7,2.0,2.0
OR10G8,6.0,5.0
OR10G9,2.0,2.0
OR10H1,3.0,5.0
OR10H2,13.0,10.0
OR10H3,5.0,4.0
OR10H4,3.0,2.0
OR10H5,13.0,14.0
OR10J1,11.0,11.0
OR10J3,22.0,16.0
OR10J4,7.0,9.0
OR10J5,17.0,13.0
OR10J6P,8.0,10.0
OR10K1,11.0,10.0
OR10K2,4.0,4.0
OR10P1,11.0,13.0
OR10Q1,3.0,2.0
OR10R2,13.0,12.0
OR10S1,5.0,7.0
OR10T2,14.0,12.0
OR10W1,,2.0
OR10X1,6.0,5.0
OR10Z1,5.0,7.0
OR11A1,4.0,5.0
OR11G2,3.0,3.0
OR11H1,1.0,2.0
OR11H12,9.0,11.0
OR11H4,21.0,21.0
OR11H6,6.0,4.0
OR11H7,5.0,5.0
OR11L1,9.0,15.0
OR12D1,8.0,10.0
OR12D2,7.0,5.0
OR12D3,12.0,14.0
OR13A1,18.0,17.0
OR13C2,1.0,
OR13C3,14.0,12.0
OR13C4,5.0,7.0
OR13C5,13.0,15.0
OR13C6P,3.0,3.0
OR13C7,10.0,14.0
OR13C8,19.0,23.0
OR13C9,17.0,13.0
OR13D1,2.0,2.0
OR13F1,17.0,18.0
OR13G1,12.0,17.0
OR13H1,3.0,5.0
OR13J1,25.0,25.0
OR14A16,11.0,11.0
OR14A2,9.0,9.0
OR14C36,16.0,15.0
OR14I1,,2.0
OR14J1,21.0,16.0
OR14K1,5.0,10.0
OR14L1,12.0,10.0
OR1A1,4.0,6.0
OR1A2,10.0,16.0
OR1B1,6.0,7.0
OR1C1,3.0,3.0
OR1D2,6.0,7.0
OR1D4,5.0,6.0
OR1D5,1.0,1.0
OR1E1,2.0,1.0
OR1E2,3.0,3.0
OR1E3,6.0,5.0
OR1F12P,5.0,7.0
OR1F2P,8.0,11.0
OR1G1,,1.0
OR1I1,12.0,5.0
OR1J1,7.0,7.0
OR1J2,6.0,5.0
OR1J4,4.0,2.0
OR1K1,3.0,
OR1L1,14.0,19.0
OR1L3,10.0,13.0
OR1L4,6.0,8.0
OR1L6,16.0,19.0
OR1L8,19.0,24.0
OR1M1,9.0,7.0
OR1N1,1.0,3.0
OR1N2,8.0,11.0
OR1P1,9.0,12.0
OR1Q1,8.0,12.0
OR1R1,3.0,4.0
OR1S1,3.0,4.0
OR1S2,1.0,4.0
OR2A1,15.0,19.0
OR2A12,10.0,11.0
OR2A14,15.0,13.0
OR2A2,15.0,18.0
OR2A25,13.0,16.0
OR2A4,22.0,23.0
OR2A5,13.0,13.0
OR2A7,2.0,1.0
OR2AE1,11.0,12.0
OR2AG1,4.0,5.0
OR2AG2,9.0,12.0
OR2AJ1,17.0,18.0
OR2AK2,13.0,15.0
OR2AP1,8.0,4.0
OR2AT4,6.0,2.0
OR2B11,9.0,11.0
OR2B2,16.0,15.0
OR2B3,16.0,26.0
OR2B6,10.0,8.0
OR2B8,11.0,11.0
OR2C1,6.0,5.0
OR2C3,11.0,12.0
OR2D2,3.0,5.0
OR2D3,19.0,23.0
OR2F1,5.0,10.0
OR2F2,4.0,5.0
OR2G2,11.0,12.0
OR2G3,12.0,13.0
OR2G6,14.0,13.0
OR2H2,11.0,14.0
OR2I1,11.0,10.0
OR2J1,9.0,8.0
OR2J2,13.0,12.0
OR2J3,7.0,6.0
OR2K2,4.0,5.0
OR2L13,29.0,32.0
OR2L2,20.0,12.0
OR2L3,17.0,14.0
OR2L5,15.0,16.0
OR2L8,4.0,5.0
OR2M2,17.0,16.0
OR2M3,9.0,7.0
OR2M4,10.0,6.0
OR2M5,6.0,9.0
OR2M7,1.0,1.0
OR2S2,13.0,11.0
OR2T1,12.0,11.0
OR2T10,10.0,13.0
OR2T11,9.0,7.0
OR2T12,15.0,13.0
OR2T2,9.0,10.0
OR2T29,5.0,4.0
OR2T33,8.0,7.0
OR2T34,8.0,8.0
OR2T4,3.0,6.0
OR2T5,11.0,9.0
OR2T6,18.0,20.0
OR2T7,26.0,30.0
OR2T8,15.0,15.0
OR2V1,6.0,8.0
OR2V2,11.0,12.0
OR2W1,11.0,9.0
OR2W3,10.0,7.0
OR2W5P,18.0,17.0
OR2Y1,11.0,7.0
OR2Z1,9.0,11.0
OR3A1,13.0,18.0
OR3A2,3.0,3.0
OR3A3,12.0,13.0
OR3A4P,7.0,7.0
OR4A15,17.0,17.0
OR4A16,12.0,12.0
OR4A47,8.0,8.0
OR4A4P,1.0,1.0
OR4A5,8.0,10.0
OR4A8,11.0,15.0
OR4B1,6.0,5.0
OR4C11,13.0,12.0
OR4C12,10.0,8.0
OR4C13,7.0,7.0
OR4C15,9.0,5.0
OR4C16,9.0,10.0
OR4C3,9.0,10.0
OR4C45,3.0,3.0
OR4C46,7.0,6.0
OR4C5,13.0,15.0
OR4C6,10.0,10.0
OR4D1,5.0,5.0
OR4D10,12.0,13.0
OR4D11,12.0,14.0
OR4D2,13.0,13.0
OR4D5,13.0,15.0
OR4D6,13.0,14.0
OR4D9,5.0,5.0
OR4E1,6.0,4.0
OR4E2,13.0,15.0
OR4F15,3.0,3.0
OR4F17,7.0,7.0
OR4F21,4.0,5.0
OR4F6,10.0,14.0
OR4K1,3.0,5.0
OR4K13,13.0,17.0
OR4K14,15.0,10.0
OR4K15,11.0,7.0
OR4K17,4.0,4.0
OR4K2,4.0,4.0
OR4K3,1.0,
OR4K5,14.0,13.0
OR4L1,1.0,1.0
OR4M1,13.0,14.0
OR4M2,2.0,4.0
OR4M2B,1.0,2.0
OR4N2,9.0,10.0
OR4N4,10.0,12.0
OR4N4C,2.0,2.0
OR4N5,9.0,8.0
OR4P4,13.0,6.0
OR4Q2,9.0,8.0
OR4Q3,13.0,14.0
OR4S1,10.0,11.0
OR4S2,24.0,23.0
OR4X1,10.0,11.0
OR4X2,7.0,8.0
OR51A2,1.0,1.0
OR51A4,8.0,14.0
OR51A7,23.0,17.0
OR51B2,17.0,17.0
OR51B4,13.0,14.0
OR51B5,10.0,10.0
OR51B6,20.0,27.0
OR51C1,24.0,21.0
OR51D1,16.0,12.0
OR51E1,11.0,11.0
OR51E2,13.0,11.0
OR51F1,8.0,10.0
OR51F2,15.0,18.0
OR51G1,15.0,18.0
OR51G2,15.0,15.0
OR51H1,9.0,5.0
OR51I1,11.0,14.0
OR51I2,4.0,6.0
OR51J1,8.0,6.0
OR51L1,3.0,2.0
OR51M1,15.0,9.0
OR51Q1,16.0,22.0
OR51S1,3.0,4.0
OR51T1,9.0,8.0
OR51V1,10.0,12.0
OR52A1,11.0,12.0
OR52A4P,18.0,16.0
OR52A5,7.0,8.0
OR52B2,9.0,6.0
OR52B4,5.0,8.0
OR52B6,11.0,11.0
OR52D1,17.0,16.0
OR52E1,10.0,12.0
OR52E2,4.0,3.0
OR52E4,9.0,9.0
OR52E5,11.0,10.0
OR52E6,7.0,10.0
OR52E8,10.0,9.0
OR52H1,6.0,9.0
OR52I1,3.0,1.0
OR52I2,1.0,1.0
OR52J3,7.0,11.0
OR52K1,10.0,11.0
OR52K2,11.0,17.0
OR52L1,5.0,5.0
OR52L2P,16.0,14.0
OR52M1,11.0,13.0
OR52N1,10.0,8.0
OR52N2,9.0,8.0
OR52N4,10.0,14.0
OR52N5,13.0,9.0
OR52P1,11.0,14.0
OR52R1,21.0,24.0
OR52W1,9.0,11.0
OR52Z1P,12.0,14.0
OR56A1,8.0,8.0
OR56A3,11.0,10.0
OR56A4,7.0,5.0
OR56A5,15.0,17.0
OR56B1,18.0,15.0
OR56B2,14.0,18.0
OR56B4,19.0,17.0
OR5A1,7.0,10.0
OR5A2,8.0,16.0
OR5AC1,3.0,2.0
OR5AC2,5.0,5.0
OR5AK2,5.0,4.0
OR5AK3P,,1.0
OR5AL1,16.0,15.0
OR5AN1,6.0,5.0
OR5AP2,16.0,20.0
OR5AR1,6.0,9.0
OR5AS1,5.0,5.0
OR5AU1,21.0,21.0
OR5B12,6.0,5.0
OR5B17,17.0,21.0
OR5B2,5.0,6.0
OR5B21,6.0,7.0
OR5B3,8.0,6.0
OR5BS1,1.0,4.0
OR5C1,19.0,15.0
OR5D13,4.0,6.0
OR5D14,9.0,8.0
OR5D16,6.0,5.0
OR5D18,5.0,3.0
OR5D3,5.0,8.0
OR5F1,14.0,16.0
OR5G3,13.0,11.0
OR5H15,4.0,4.0
OR5H2,4.0,4.0
OR5H6,5.0,8.0
OR5H8,7.0,5.0
OR5I1,15.0,10.0
OR5J2,7.0,7.0
OR5K1,17.0,20.0
OR5K2,5.0,6.0
OR5K3,21.0,22.0
OR5K4,23.0,21.0
OR5L1,4.0,4.0
OR5L2,6.0,10.0
OR5M1,3.0,4.0
OR5M10,1.0,1.0
OR5M11,8.0,13.0
OR5M3,13.0,13.0
OR5M8,9.0,9.0
OR5M9,11.0,9.0
OR5P2,7.0,4.0
OR5P3,12.0,13.0
OR5T1,5.0,6.0
OR5T2,4.0,3.0
OR5T3,9.0,10.0
OR5V1,11.0,13.0
OR5W2,2.0,1.0
OR6A2,13.0,12.0
OR6B1,12.0,15.0
OR6B2,6.0,6.0
OR6B3,3.0,5.0
OR6C1,7.0,8.0
OR6C2,2.0,2.0
OR6C3,1.0,2.0
OR6C4,10.0,13.0
OR6C6,12.0,7.0
OR6C65,2.0,2.0
OR6C68,16.0,15.0
OR6C70,4.0,6.0
OR6C74,7.0,13.0
OR6C75,9.0,12.0
OR6C76,1.0,3.0
OR6F1,3.0,6.0
OR6J1,6.0,9.0
OR6K2,2.0,2.0
OR6K3,11.0,13.0
OR6K6,7.0,8.0
OR6M1,11.0,15.0
OR6N1,8.0,8.0
OR6N2,5.0,5.0
OR6P1,3.0,3.0
OR6Q1,13.0,11.0
OR6S1,5.0,6.0
OR6T1,10.0,14.0
OR6V1,5.0,3.0
OR6X1,3.0,5.0
OR6Y1,11.0,10.0
OR7A17,3.0,3.0
OR7A2P,3.0,2.0
OR7A5,3.0,5.0
OR7C1,5.0,6.0
OR7C2,5.0,7.0
OR7D2,4.0,5.0
OR7D4,15.0,12.0
OR7E24,4.0,10.0
OR7G1,4.0,7.0
OR7G2,5.0,6.0
OR7G3,6.0,6.0
OR8A1,11.0,14.0
OR8B12,4.0,5.0
OR8B2,3.0,5.0
OR8B3,6.0,9.0
OR8B4,1.0,1.0
OR8B8,1.0,3.0
OR8D1,5.0,8.0
OR8D2,3.0,2.0
OR8D4,11.0,13.0
OR8G1,13.0,12.0
OR8G2P,6.0,6.0
OR8G3,3.0,5.0
OR8G5,7.0,10.0
OR8H1,5.0,5.0
OR8H2,8.0,5.0
OR8H3,4.0,4.0
OR8I2,3.0,4.0
OR8J1,1.0,
OR8J2,6.0,7.0
OR8J3,6.0,5.0
OR8K1,6.0,6.0
OR8K3,10.0,14.0
OR8K5,15.0,18.0
OR8S1,10.0,12.0
OR8U3,10.0,12.0
OR8U8,6.0,5.0
OR8U9,4.0,4.0
OR9A1P,22.0,22.0
OR9A2,8.0,10.0
OR9A4,4.0,4.0
OR9G1,13.0,11.0
OR9G4,13.0,12.0
OR9G9,3.0,5.0
OR9H1,4.0,4.0
OR9I1,10.0,11.0
OR9K2,12.0,12.0
OR9Q1,,1.0
OR9Q2,5.0,8.0
ORAI1,11.0,12.0
ORAI2,5.0,5.0
ORAI3,15.0,17.0
ORC1,88.0,88.0
ORC2,39.0,47.0
ORC3,101.0,101.0
ORC4,53.0,56.0
ORC5,56.0,68.0
ORC6,16.0,21.0
ORM1,37.0,31.0
ORM2,20.0,17.0
ORMDL1,10.0,10.0
ORMDL2,19.0,18.0
ORMDL3,19.0,15.0
OS9,40.0,43.0
OSBP,80.0,80.0
OSBP2,103.0,91.0
OSBPL10,89.0,91.0
OSBPL11,96.0,91.0
OSBPL1A,105.0,98.0
OSBPL2,40.0,43.0
OSBPL3,79.0,84.0
